outlet,url,fetch_status,parse_error,discovery_channels
pravda,https://www.pravda.com.ua/news/2023/06/08/7405884/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405890/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405902/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405906/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405911/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405920/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405923/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/06/08/7405934/,429,,day_archive
suspilne,https://suspilne.media/100-kilkist-inkluzivnih-klasiv-u-vinnici-zrosla-majze-vdvici/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/100352-na-doneccini-posadovciv-derzekoinspekcii-zatrimali-na-habari/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/100736-volinanina-akij-perebuvav-pid-domasnim-arestom-vpijmali-na-kradizci/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/101117-sportsmeni-vesluvalniki-zitomirsini-lidiruut-v-persomu-vidbori-do-zbirnoi-ukraini/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/101794-senat-ssa-vperse-utverdiv-gea-na-posadi-ministra-transportu/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/102446-policia-ogolosila-pidozru-zavgospu-zaporizkoi-infekcijnoi-likarni/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/1025493-mozlivo-sogodni-obminaut-usih-ak-minuv-persij-etap-zvilnenna-polonenih-1000-na-1000/,403,,wayback_cdx
suspilne,https://suspilne.media/102938-potuzni-snigopadi-spricinili-transportnij-kolaps-u-nimeccini-ta-niderlandah/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/1030111-rosia-zaavila-pro-sklad-delegacii-na-drugi-mozlivi-peremovini-u-stambuli/,403,,wayback_cdx
suspilne,https://suspilne.media/103142-britanca-zobovazali-znesti-svij-palac-u-francii-akij-vin-buduvav-ponad-desatilitta/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/103244-vartist-bitkoina-onovila-rekord-pisla-kupivli-tesla-velikoi-sumi-kriptovaluti/,200,missing body or title,wayback_cdx
suspilne,https://suspilne.media/1037673-povnih-spiskiv-vid-rosii-dosi-nema-zelenskij-pro-obmin-tilami-zagiblih/,403,,wayback_cdx
suspilne,https://suspilne.media/1038151-minoboroni-planue-dozvoliti-pidpisanna-kontraktiv-iz-zsu-cerez-zastosunok-rezerv/,403,,wayback_cdx
